Title,Start,End,Description,WebPage,Media,Media Caption,Media Credits,Tags,Place,Location
Michael Douglas en el papel de 'Gordon Gekko' (Wall Street),01/01/1987,,"Wall Street is a 1987 American drama film released by 20th Century Fox. It was directed by Oliver Stone, written by Stone and Stanley Weiser, and stars Michael Douglas, Charlie Sheen, and Daryl Hannah. Martin Sheen, Terence Stamp, John C. McGinley, and Hal Holbrook appeared in supporting roles. The film tells the story of Bud Fox (Sheen), a young stockbroker desperate to succeed who becomes involved with his hero, Gordon Gekko (Douglas), a wealthy, unscrupulous corporate raider. Stone made the film as a tribute to his father, Lou Stone, a stockbroker during the Great Depression. The character of Gekko is said to be a composite of several people, including Owen Morrisey, Dennis Levine, Ivan Boesky, Carl Icahn, Asher Edelman, Michael Ovitz, Michael Milken, and Stone himself. The character of Sir Lawrence Wildman, meanwhile, was modelled on the prominent British financier and corporate raider Sir James Goldsmith. Originally, the studio wanted Warren Beatty to play Gekko, but he was not interested, and Stone wanted Richard Gere, though Gere passed on the role. Stone went with Douglas even though he had been advised by others in Hollywood not to cast him. The film was well received among major film critics, including Roger Ebert. Douglas won the Academy Award for Best Actor, and the film has come to be seen as the archetypal portrayal of 1980s excess, with Douglas's character memorably declaring that ""greed, for lack of a better word, is good"". It has also proven influential in inspiring people to work on Wall Street with Sheen, Douglas, and Stone commenting over the years how people still approach them and say that they became stockbrokers because of their respective characters in the film. Stone, Douglas, and Sheen (for a brief cameo) reunited for a sequel titled Wall Street: Money Never Sleeps, which was released theatrically on September 24, 2010.",http://www.youtube.com/user/MADWORLD1427#p/c/5/aQzI-cC-FKA,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Wall_Street_film.jpg/200px-Wall_Street_film.jpg,Wall Street (1987),Wikimedia,,United States,"37.09024,-95.712891"
Paul Newman en el papel de 'Eddie Felson' (The Color of Money),01/01/1986,,"The Color of Money is a 1986 drama film directed by Martin Scorsese from a screenplay by Richard Price, based on the 1984 novel of the same name by Walter Tevis. The film stars Paul Newman and Tom Cruise, with Mary Elizabeth Mastrantonio, Helen Shaver, and John Turturro. Newman won the Academy Award for Best Actor for his performance. The film featured an original score by Robbie Robertson. The film continues the story of pool hustler and stakehorse Edward ""Fast Eddie"" Felson from Tevis' first novel, The Hustler (1959), with Newman reprising his role from its film adaptation (1961). The film begins at a point more than 20 years after the events of the previous film, with Eddie retired from the pool circuit. Although Tevis did author a screenplay for the film, the film-makers decided not to use it; instead crafting a new one.",http://www.emmys.com/celebrities/paul-newman,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/The_Color_Of_Money.jpg/200px-The_Color_Of_Money.jpg,The Color of Money,Wikimedia,,United States,"37.09024,-95.712891"
William Hurt en el papel de 'Luis Molina' (Kiss of the Spider Woman),01/01/1985,,"Kiss of the Spider Woman (Portuguese: O Beijo da Mulher Aranha) is a 1985 Brazilian-American drama film. It was directed by Argentine-born Brazilian director Héctor Babenco, and adapted by Leonard Schrader from the Manuel Puig novel of the same name. William Hurt, Raúl Juliá, Sonia Braga, José Lewgoy, and Milton Gonçalves star in the leading roles.",http://www.theartsdesk.com/index.php?option=com_k2&view=item&id=1437:william-hurt-interview&Itemid=80,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Kiss_Of_The_Spiderwoman.jpg/200px-Kiss_Of_The_Spiderwoman.jpg,Kiss of the Spider Woman (film),Wikimedia,,Brazil,"-14.235004,-51.92528"
F. Murray Abraham en el papel de 'Antonio Salieri' (Amadeus),01/01/1984,,"Amadeus is a 1984 period drama film directed by Miloš Forman and written by Peter Shaffer. Adapted from Shaffer's stage play Amadeus (1979), the story is a variation of Alexander Pushkin's play Mozart i Salieri (Моцарт и Сальери, 1830), in which the composer Antonio Salieri recognizes the genius of Wolfgang Amadeus Mozart but thwarts him out of pride and envy. The story is set in Vienna, Austria, during the latter half of the 18th century. The film was nominated for 53 awards and received 40, including eight Academy Awards, four BAFTA Awards, four Golden Globes, and a Directors Guild of America award. In 1998, the American Film Institute ranked Amadeus 53rd on its 100 Years... 100 Movies list.",http://www.imgartists.com/?page=artist&id=825,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Amadeusmov.jpg/200px-Amadeusmov.jpg,Amadeus (Film),Wikimedia,,United States,"37.09024,-95.712891"
Robert Duvall en el papel de 'Mac Sledge' (Tender Mercies),01/01/1983,,"Tender Mercies is a 1983 American drama film directed by Bruce Beresford. The screenplay by Horton Foote focuses on Mac Sledge, a recovering alcoholic country music singer who seeks to turn his life around through his relationship with a young widow and her son in rural Texas. Robert Duvall plays the role of Mac; the supporting cast includes Tess Harper, Betty Buckley, Wilford Brimley, Ellen Barkin and Allan Hubbard. Financed by EMI Films, Tender Mercies was shot largely in Waxahachie, Texas. The script was rejected by several American directors before the Australian Beresford accepted it. Duvall, who sang his own songs in the film, drove more than 600 miles throughout the state, tape recording local accents and playing in country music bands to prepare for the role. He and Beresford repeatedly clashed during production, at one point prompting the director to walk off the set and reportedly consider quitting the film. Mac Sledge's conversion to Christianity serving as an important turning point, the film's themes include the importance of a loving family and the possibility of spiritual redemption in the face of physical death. Following poor test screening results, distributor Universal Pictures made little effort to publicize Tender Mercies, which Duvall attributed to the studio's lack of understanding of country music. The film was released on March 4, 1983, in a limited number of theaters. Although unsuccessful at the box office, it was critically acclaimed and earned five Academy Award nominations, including one for Best Picture. Tender Mercies won Oscars for Best Original Screenplay for Foote and Best Actor for Duvall, his first and, as of 2013, only win.",http://blogs.amctv.com/future-of-classic/2009/11/robert-duvall-westerns.php,http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Tender_mercies.jpg/200px-Tender_mercies.jpg,Tender Mercies,Wikimedia,,United States,"37.09024,-95.712891"
Ben Kingsley en el papel de 'Mahatma Gandhi' (Gandhi),01/01/1982,,"Gandhi is a 1982 epic biographical film which dramatises the life of Mohandas Karamchand Gandhi, an Indian lawyer and activist who was a leader of the nation's non-violent, non-cooperative independence movement against the United Kingdom's rule of the country during the 20th century. Gandhi was a collaboration of British and Indian production companies and was written by John Briley and produced and directed by Richard Attenborough. It stars Ben Kingsley in the titular role. The film covers Gandhi's life from a defining moment in 1893, as he is thrown off a South African train for being in a whites-only compartment, and concludes with his assassination and funeral in 1948. Although a practising Hindu, Gandhi's embracing of other faiths, particularly Christianity and Islam, is also depicted. Gandhi was released in India on 30 November 1982, in the United Kingdom on 3 December 1982, and in the United States on 6 December 1982. It was nominated for Academy Awards in eleven categories, winning eight, including Best Picture. Richard Attenborough won for Best Director, and Ben Kingsley for Best Actor.",http://www.ushmm.org/museum/exhibit/focus/antisemitism/voices/transcript/?content=20111006,http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Gandhi-poster.png/200px-Gandhi-poster.png,Gandhi (Film),Wikimedia,,India,"20.593684,78.96288"
"Henry Fonda en el papel de 'Norman Thayer, Jr.' (On Golden Pond)",01/01/1981,,"On Golden Pond is a 1981 American drama film directed by Mark Rydell. The screenplay by Ernest Thompson was adapted from his 1979 play of the same title. Henry Fonda won the Academy Award in what was his final film role. Co-star Katharine Hepburn also received an Oscar, as did Thompson for his script, and there were a further seven Oscar nominations for the film. The movie co-stars Jane Fonda, Dabney Coleman and Doug McKeon.",https://familysearch.org/pal:/MM9.1.2/88R3-RZM/p_12929898225,http://upload.wikimedia.org/wikipedia/commons/thumb/3/34/On_golden_pond.jpg/200px-On_golden_pond.jpg,On Golden Pond (1981 film),Wikimedia,,United States,"37.09024,-95.712891"
Robert De Niro en el papel de 'Jake LaMotta' (Raging Bull),01/01/1980,,"Raging Bull is a 1980 American biographical sports drama art film directed by Martin Scorsese, produced by Robert Chartoff and Irwin Winkler and adapted by Paul Schrader and Mardik Martin from Jake LaMotta's memoir Raging Bull: My Story. It stars Robert De Niro as Jake LaMotta, an Italian American middleweight boxer whose sadomasochistic rage, sexual jealousy, and animalistic appetite destroyed his relationship with his wife and family. Also featured in the film are Joe Pesci as Joey, La Motta's well-intentioned brother and manager who tries to help Jake battle his inner demons; and Cathy Moriarty as his abused wife. The film features supporting roles from Nicholas Colasanto, Theresa Saldana and Frank Vincent. Scorsese was initially reluctant to develop the project, though he eventually came to relate to La Motta's story. Schrader re-wrote Martin's first screenplay, and Scorsese and De Niro together made uncredited contributions thereafter. Pesci was an unknown actor prior to the film, as was Moriarty, who was suggested for her role by Pesci. During principal photography, each of the boxing scenes was choreographed for a specific visual style and De Niro gained approximately 60 pounds to portray La Motta in his later post-boxing years. Scorsese was exacting in the process of editing and mixing the film, expecting it to be his last major feature. After receiving mixed initial reviews (and criticism due to its violent content), it went on to garner a high critical reputation and now to a very large extent is regarded among the greatest films ever made, including by Roger Ebert of the Chicago Sun-Times, the late Gene Siskel of the Chicago Tribune, renowned British film historian Leslie Halliwell, the American Film Institute, Time magazine, The New York Times, Variety, Entertainment Weekly, Empire magazine, Total Film, Film 4, and BFI's Sight and Sound. It was listed in the National Film Registry in 1990, its first year of eligibility.",http://www.webvisionitaly.com/category.php?id=255&ref_genre=&ref_item=277,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Raging_Bull_poster.jpg/200px-Raging_Bull_poster.jpg,Raging Bull,Wikimedia,,United States,"37.09024,-95.712891"
Dustin Hoffman en el papel de 'Ted Kramer' (Kramer vs. Kramer),01/01/1979,,"Kramer vs. Kramer is a 1979 American drama film adapted by Robert Benton from the novel by Avery Corman, and directed by Benton. The film tells the story of a married couple's divorce and its impact on everyone involved, including the couple's young son. It received five Academy Awards in 1979 in the categories of Best Picture, Best Director, Best Actor, Best Supporting Actress, and Best Adapted Screenplay.",,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Oscar_posters_79.jpg/200px-Oscar_posters_79.jpg,Kramer vs. Kramer,Wikimedia,,United States,"37.09024,-95.712891"
Jon Voight en el papel de 'Luke Martin' (Coming Home),01/01/1978,,"Coming Home is a 1978 drama film directed by Hal Ashby and starring Jane Fonda, Jon Voight and Bruce Dern. The screenplay, written by Robert C. Jones, Waldo Salt, Nancy Dowd and Rudy Wurlitzer (uncredited), is based loosely on the novel of the same name by George Davis. The plot follows a love triangle among a young woman, her Marine husband and the paralyzed Vietnam War veteran she meets while her husband is overseas. Fonda and Voight won Academy Awards for their performances.",http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/film/film_reviews/article2483299.ece,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/ComingHome_DVD_Cover.jpg/200px-ComingHome_DVD_Cover.jpg,Coming Home (1978 film),Wikimedia,,United States,"37.09024,-95.712891"
Richard Dreyfuss en el papel de 'Elliot Garfield' (The Goodbye Girl),01/01/1977,,"The Goodbye Girl is a 1977 American romantic comedy-drama film. Directed by Herbert Ross, the film stars Richard Dreyfuss, Marsha Mason, Quinn Cummings, and Paul Benedict. The original screenplay by Neil Simon centers on an odd trio—a struggling actor who has sublet a Manhattan apartment from a friend, the current occupant (his friend's ex-girlfriend, who has just been abandoned) and her precocious young daughter. Richard Dreyfuss won a Best Actor Oscar for his performance as Elliot Garfield.",http://www.hollywoodreporter.com/hr/content_display/television/news/e3i68061ff8eae6a637e083a38f784b7950,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Goodbye_Girl_movie_poster.jpg/200px-Goodbye_Girl_movie_poster.jpg,The Goodbye Girl,Wikimedia,,United States,"37.09024,-95.712891"
Peter Finch en el papel de 'Howard Beale' (Network),01/01/1976,,,http://adb.anu.edu.au/biography/finch-frederick-george-peter-ingle-10179,,NETWORK (1976),Wikimedia,,,
Jack Nicholson en el papel de 'Randle Patrick McMurphy' (One Flew over the Cuckoo's Nest),01/01/1975,,"One Flew Over the Cuckoo's Nest is a 1975 drama film directed by Miloš Forman and based on the 1962 novel One Flew Over the Cuckoo's Nest by Ken Kesey. The film was the second to win all five major Academy Awards following It Happened One Night in 1934, an accomplishment not repeated until 1991 by The Silence of the Lambs. The film is #20 on the American Film Institute's 100 Years... 100 Movies list. It was shot at Oregon State Hospital in Salem, Oregon, which was also the setting of the novel.",,http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/One_Flew_Over_the_Cuckoo's_Nest_poster.jpg/200px-One_Flew_Over_the_Cuckoo's_Nest_poster.jpg,One Flew Over the Cuckoo's Nest (film),Wikimedia,,United States,"37.09024,-95.712891"
Art Carney en el papel de 'Harry' (Harry and Tonto),01/01/1974,,"Harry and Tonto is a 1974 road movie written by Paul Mazursky and Josh Greenfeld and directed by Mazursky, starring Art Carney.",http://obits.dignitymemorial.com/dignity-memorial/obituary.aspx?n=JEAN-CARNEY&lc=2681&pid=160785137&mid=5293296,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Harryandtontoposter.jpg/200px-Harryandtontoposter.jpg,Harry and Tonto,Wikimedia,,United States,"37.09024,-95.712891"
Jack Lemmon en el papel de 'Harry Stoner' (Save the Tiger),01/01/1973,,"Save the Tiger is a 1973 film about moral conflict in contemporary America. It stars Jack Lemmon, Jack Gilford, Laurie Heineman, Thayer David, Lara Parker and Liv Lindeland. The film was directed by John G. Avildsen. The screenplay was adapted by Steve Shagan from his novel of the same title (the first book by the author of The Formula and other thrillers, and generally regarded to be his most successful novel by literary standards). Lemmon won an Academy Award for his role as Harry Stoner, an executive at a Los Angeles apparel company on the edge of ruin. Throughout the film, Stoner struggles with the complexity of modern life versus the simplicity of his youth. He longs for the days when pitchers wound up, jazz filled the air, and the flag was more than a pattern to put on a pants pocket. He wrestles with the guilt of surviving the war and yet losing touch with the ideals for which his friends died. To Harry Stoner, the world has given up on integrity, and threatens to destroy anyone who clings to it. He is caught between watching everything he has worked for evaporate, or becoming another grain of sand in the erosion of the values he once held so dear.",http://www.youtube.com/watch?v=huJr-LujrgM&NR=1,http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Save_the_tiger.jpg/200px-Save_the_tiger.jpg,Save the Tiger,Wikimedia,,United States,"37.09024,-95.712891"
Marlon Brando en el papel de 'Don Vito Corleone' (The Godfather),01/01/1972,,"The Godfather is a 1972 American crime film directed by Francis Ford Coppola and produced by Albert S. Ruddy from a screenplay by Mario Puzo and Coppola. Based on Puzo's 1969 novel of the same name, the film stars Marlon Brando and Al Pacino as the leaders of a powerful New York crime family. The story, spanning the years 1945 to 1955, centers on the transformation of Michael Corleone (Pacino) from reluctant family outsider to ruthless Mafia boss while also chronicling the Corleone family under the patriarch Vito Corleone (Brando). The Godfather is widely regarded as one of the greatest films in world cinema—and as one of the most influential, especially in the gangster genre. Now ranked as the second greatest film in American cinema by the American Film Institute, it was selected for preservation in the United States National Film Registry in 1990. The film was for a time the highest grossing picture ever made, and remains the box office leader for 1972. It won three Oscars that year: for Best Picture, for Best Actor (Brando) and in the category Best Adapted Screenplay for Puzo and Coppola. Its nominations in seven other categories included Pacino, James Caan and Robert Duvall for Best Supporting Actor and Coppola for Best Director. The success spawned two sequels: The Godfather Part II in 1974, and The Godfather Part III in 1990.",http://www.marlonbrando.com,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Godfather_ver1.jpg/200px-Godfather_ver1.jpg,The Godfather,Wikimedia,,United States,"37.09024,-95.712891"
Gene Hackman en el papel de 'Jimmy 'Popeye' Doyle' (The French Connection),01/01/1971,,"The French Connection is a 1971 American dramatic thriller film directed by William Friedkin, produced by Philip D'Antoni with music by Don Ellis. It starred Gene Hackman, Fernando Rey and Roy Scheider. The film was adapted and fictionalized by Ernest Tidyman from the non-fiction book by Robin Moore. It tells the story of New York Police Department detectives named ""Popeye"" Doyle and Buddy ""Cloudy"" Russo, whose real-life counterparts were Narcotics Detectives Eddie Egan and Sonny Grosso. Egan and Grosso also appear in the film, as characters other than themselves. It was the first R-rated movie to win the Academy Award for Best Picture since the introduction of the MPAA film rating system. It also won Academy Awards for Best Actor (Gene Hackman), Best Director, Best Film Editing, and Best Adapted Screenplay (Ernest Tidyman). It was nominated for Best Actor in a Supporting Role, Best Cinematography and Best Sound. Tidyman also received a Golden Globe Award, a Writers Guild of America Award and an Edgar Award for his screenplay. In 2005, the film was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant.""",,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/TheFrenchConnection.jpg/200px-TheFrenchConnection.jpg,The French Connection (film),Wikimedia,,United States,"37.09024,-95.712891"
"George C. Scott en el papel de 'General George S. Patton, Jr.' (Patton)",01/01/1970,,"Patton is a 1970 American biographical war film about U.S. General George S. Patton during World War II. It stars George C. Scott, Karl Malden, Michael Bates, and Karl Michael Vogler. It was directed by Franklin J. Schaffner from a script by Francis Ford Coppola and Edmund H. North, who based their screenplay on the biography Patton: Ordeal and Triumph by Ladislas Farago and Omar Bradley's memoir A Soldier's Story. The film was shot in 65mm Dimension 150 by cinematographer Fred J. Koenekamp, and has a music score by Jerry Goldsmith. Patton won seven Academy Awards, including Best Picture. The opening monologue, delivered by George C. Scott as General Patton with an enormous American flag behind him, remains an iconic and often quoted image in film. The film was a success and has become an American classic. In 2003, Patton was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant"".",http://www.lortel.org/LLA_archive/index.cfm?search_by=people&first=George&middle=C.&last=Scott,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/70_patton.jpg/200px-70_patton.jpg,Patton – Rebell in Uniform,Wikimedia,,United States,"37.09024,-95.712891"
John Wayne en el papel de 'Rooster Cogburn' (True Grit),01/01/1969,,"True Grit is a 1969 American western film written by Marguerite Roberts and directed by Henry Hathaway. The picture is the first adaptation of Charles Portis' 1968 novel True Grit. John Wayne stars as U.S. Marshal Rooster Cogburn and won his only Academy Award for his performance in this film. Wayne reprised his role as Cogburn in the 1975 sequel Rooster Cogburn. The supporting cast features Glen Campbell, Kim Darby, Robert Duvall, Dennis Hopper and Strother Martin.",http://www.jwci.org/,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Truegritposter.jpg/200px-Truegritposter.jpg,True Grit (1969 film),Wikimedia,,United States,"37.09024,-95.712891"
Cliff Robertson en el papel de 'Charly Gordon' (Charly),01/01/1968,,"Charly is a 1968 American film directed by Ralph Nelson. The drama stars Cliff Robertson (in an Academy Award-winning performance), Claire Bloom, Lilia Skala, Leon Janney and Dick Van Patten and tells the story of a mentally retarded bakery worker who is the subject of an experiment to increase human intelligence. The movie was adapted by Stirling Silliphant from the novel Flowers for Algernon by Daniel Keyes.",http://www.cliffrobertson.info,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Charly_1968.jpg/200px-Charly_1968.jpg,Charly (Film),Wikimedia,,United States,"37.09024,-95.712891"
Rod Steiger en el papel de 'Police Chief Bill Gillespie' (In the Heat of the Night),01/01/1967,,"In the Heat of the Night is a 1967 mystery film based on the John Ball novel of the same name published in 1965, which tells the story of Virgil Tibbs, a black police detective from Philadelphia, who becomes involved in a murder investigation in a racist small town in Mississippi. The film won five Academy Awards, including Best Picture. It stars Sidney Poitier, Rod Steiger, and Warren Oates, and was directed by Norman Jewison. The film was followed by two sequels, They Call Me MISTER Tibbs! in 1970, and The Organization in 1971. In 1988, it also became the basis of a television series adaptation of the same name. Although the film was set in the fictional Mississippi town of Sparta (with supposedly no connection to the real Sparta, Mississippi, an unincorporated community), part of the movie was filmed in Sparta, Illinois, where many of the film's landmarks can still be seen. The quote ""They call me Mister Tibbs!"" was listed as number 16 on the American Film Institute's 100 Years...100 Movie Quotes, a list of top film quotes.",http://moviemorlocks.com/2010/07/24/he-blowed-up-real-good/#more-25092.htm,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/In_the_Heat_of_the_Night_(film).jpg/200px-In_the_Heat_of_the_Night_(film).jpg,In the Heat of the Night (film),Wikimedia,,United States,"37.09024,-95.712891"
Paul Scofield en el papel de 'Sir Thomas More' (A Man for All Seasons),01/01/1966,,"A Man for All Seasons is a 1966 British film based on Robert Bolt's play A Man for All Seasons about Sir Thomas More. It was released on 12 December 1966. Paul Scofield, who had played More in the West End stage premiere, also took the role in the film. It was directed by Fred Zinnemann, who had previously directed such films as High Noon and From Here to Eternity. The film won six Academy Awards, including Best Picture and Best Actor.",http://www.telegraph.co.uk/news/main.jhtml?view=DETAILS&grid=&xml=/news/2008/03/20/db2002.xml,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/A_Man_for_All_Seasons_(1966_movie_poster).gif/200px-A_Man_for_All_Seasons_(1966_movie_poster).gif,A Man for All Seasons (1966 film),Wikimedia,,United Kingdom,"55.378051,-3.435973"
Lee Marvin en el papel de 'Kid Shelleen/Tim Strawn' (Cat Ballou),01/01/1965,,"Cat Ballou is a 1965 comedy/Western film which tells the story of a woman who hires a famous gunman to protect her father's ranch, and later to avenge his murder, but finds that the man she hires is not what she expected. The movie stars Jane Fonda in the title role, with Lee Marvin, who won an Oscar for his dual role, Michael Callan, Dwayne Hickman, and singers Nat King Cole and Stubby Kaye, who together perform the movie's theme song. The film was directed by Elliot Silverstein from a screenplay adapted by Walter Newman and Frank Pierson from the novel The Ballad of Cat Ballou by Roy Chanslor. Chanslor's novel was a serious Western, and though it was turned into a comedy for the movie, the filmmakers retained some of the story's darker elements. The film references many classic Western films, most notably Shane.",http://www.mikefury.net/blog/2010/11/lessons-from-lee-marvin.html,http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Cat_Ballou_Poster.jpeg/200px-Cat_Ballou_Poster.jpeg,Cat Ballou – Hängen sollst du in Wyoming,Wikimedia,,United States,"37.09024,-95.712891"
Rex Harrison en el papel de 'Professor Henry Higgins' (My Fair Lady),01/01/1964,,"My Fair Lady is a 1964 musical film adaptation of the Lerner and Loewe stage musical of the same name, based on the 1938 film adaptation of the original stage play Pygmalion by George Bernard Shaw. Directed by George Cukor, the film depicts misogynistic and arrogant phonetics professor Henry Higgins as he wagers that he can take flower girl Eliza Doolittle and turn her Cockney accent into a proper English one, thereby making her presentable in high society. The film won eight Academy Awards, including Best Picture, Best Actor, and Best Director.",http://www.bris.ac.uk/theatrecollection/search/people_sub_plays_all?forename=Rex&amp;surname=HARRISON&amp;job=Actor&amp;pid=6695&image_view=Yesamp;x=19amp;y=17,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/My_fair_lady_poster.jpg/200px-My_fair_lady_poster.jpg,My Fair Lady (Film),Wikimedia,,United States,"37.09024,-95.712891"
Sidney Poitier en el papel de 'Homer Smith' (Lilies of the Field),01/01/1963,,"Lilies of the Field, a 1963 film adapted from the 1962 novel with the same name by William Edmund Barrett, starring Sidney Poitier, Lilia Skala, Stanley Adams, and Dan Frazer, was adapted by James Poe from the novel. It was produced and directed by Ralph Nelson. The title comes from Matthew 6:27-33 a portion of the Sermon on the Mount in the New Testament and its parallel scripture from Luke 12:27-30. It also features an early film score by prolific composer Jerry Goldsmith. It tells the story of an African American itinerant worker who encounters a group of East German nuns, who believe he has been sent to them by God to build them a new chapel.",http://www.findingdulcinea.com/features/profiles/p/sidney-poitier.html,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Original_movie_poster_for_the_film_Lilies_of_the_Field.jpg/200px-Original_movie_poster_for_the_film_Lilies_of_the_Field.jpg,Lilies of the Field (1963 film),Wikimedia,,United States,"37.09024,-95.712891"
Gregory Peck en el papel de 'Atticus Finch' (To Kill a Mockingbird),01/01/1962,,"To Kill a Mockingbird is a 1962 American drama film adaptation of Harper Lee's novel of the same name, directed by Robert Mulligan. It stars Mary Badham in the role of Scout and Gregory Peck in the role of Atticus Finch. In 1995, the film was listed in the National Film Registry. It also ranks twenty-fifth on the American Film Institute's 10th anniversary list of the greatest American movies of all time. In 2003, AFI named Atticus Finch the greatest movie hero of the 20th century. To Kill a Mockingbird marks the film debuts of Robert Duvall, William Windom, and Alice Ghostley.",https://familysearch.org/pal:/MM9.1.2/81RN-GMM/p_12935519423,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/To_Kill_a_Mockingbird_poster.jpg/200px-To_Kill_a_Mockingbird_poster.jpg,To Kill a Mockingbird (film),Wikimedia,,United States,"37.09024,-95.712891"
Maximilian Schell en el papel de 'Hans Rolfe' (Judgment at Nuremberg),01/01/1961,,"Judgment at Nuremberg is a 1961 American drama film dealing with the Holocaust; with non-combatant (e.g. , crimes committed in violation of the Law of Nations; or the Laws of War, against a civilian population) War Crimes, and the Post-World War II geo-political complexity of the Nuremberg Trials. The picture was written by Abby Mann, directed by Stanley Kramer, and stars Spencer Tracy, Burt Lancaster, Richard Widmark, Maximilian Schell, Werner Klemperer, Marlene Dietrich, Judy Garland, William Shatner and Montgomery Clift. An earlier adaptation had been broadcast as a television episode of Playhouse 90. Schell and Klemperer played the same roles in this version as well. While the persecution of the Jews is shown (in newsreel footage) and discussed, the incidents and events which form the foundation of the film's plot are largely concerned with the domestic situation in Germany prior to World War II. This trial depicted was part of the Subsequent Nuremberg Trials (more formally, the Trials of War Criminals before the Nuremberg Military Tribunals), a series of twelve U.S. military tribunals for war crimes against surviving members of the military, political, and economic leadership of Nazi Germany, held in the Palace of Justice, Nuremberg, after World War II from 1946 to 1949 following the Trial of the Major War Criminals before the International Military Tribunal (IMT). The film depicts the trial of certain judges who served before and through the Nazi regime in Germany, and who either passively; actively; or in a combination both, embraced and enforced laws, which led to the judicial acts of sexual sterilization, imprisonment or execution of men and women for their religions, their racial and ethnic identities; for their political beliefs; or even for the state of their physical handicaps or disabilities. The film was inspired by the Judges' Trial before the Nuremberg Military Tribunal in 1947, where four of the defendants were sentenced to life in prison. A key thread in the film's plot involves a ""race defilement"" trial known as the ""Feldenstein case"". In this fictionalized case, based on the real life Katzenberger Trial, an elderly Jewish man was tried for a relationship with an ""Aryan"" (German) woman that became legally defined as ""crime"" under the Nuremberg Laws, and put to death in 1935. Using this, and other examples, the movie explores and wrestles with issues of personal conscience, responsibility in the face of unjust laws and personal behavior in the face of widespread societal immorality.",,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/170592-Judgment-at-Nuremberg-Posters.jpg/200px-170592-Judgment-at-Nuremberg-Posters.jpg,Judgment at Nuremberg,Wikimedia,,United States,"37.09024,-95.712891"
Burt Lancaster en el papel de 'Elmer Gantry' (Elmer Gantry),01/01/1960,,"Elmer Gantry is a 1960 drama film about a con man and a female evangelist selling religion to small town America. Adapted by director Richard Brooks, the film is based on the 1927 novel of the same name by Sinclair Lewis and stars Burt Lancaster and Jean Simmons. Lancaster won an Academy Award for his performance, as did co-star Shirley Jones. The movie presents fewer than 100 pages of the novel, deleting many characters and fundamentally changing the character and actions of female evangelist Sharon Falconer, played by Simmons. The story's use of a female evangelist bears a resemblance to true-life Sister Aimee Semple McPherson.",http://www.virtual-history.com/movie/person/58/burt-lancaster,http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Elmer_Gantry_poster.jpg/200px-Elmer_Gantry_poster.jpg,Elmer Gantry (film),Wikimedia,,United States,"37.09024,-95.712891"
Charlton Heston en el papel de 'Judah Ben-Hur' (Ben-Hur),01/01/1959,,"Ben-Hur: A Tale of The Christ is a 1925 silent film directed by Fred Niblo. It was a blockbuster hit for newly merged Metro-Goldwyn-Mayer. This was the second film based on the novel of the same name by Lew Wallace. The first version was released in 1907. In 1997, Ben-Hur was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant.""",http://www.reelclassics.com/Actors/Heston/heston.htm,http://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Ben-Hur-1925.jpg/200px-Ben-Hur-1925.jpg,Ben Hur (1925),Wikimedia,,United States,"37.09024,-95.712891"
